Residence_Addresses_City,elec_date,elec_year,elec_type,total_voters_asian,total_voters_black,total_voters_hispanic,total_voters_others,total_voters_white,voted_voters_asian,voted_voters_black,voted_voters_hispanic,voted_voters_others,voted_voters_white,perc_turnout_asian,perc_turnout_black,perc_turnout_hispanic,perc_turnout_others,perc_turnout_white,FECDonors_TotalDonationsAmount,FECDonors_NumberOfDonations,mean_donation,total_voters_$1000-14999,total_voters_$100000-124999,total_voters_$125000-149999,total_voters_$15000-24999,total_voters_$150000-174999,total_voters_$175000-199999,total_voters_$200000-249999,total_voters_$25000-34999,total_voters_$250000+,total_voters_$35000-49999,total_voters_$50000-74999,total_voters_$75000-99999,voted_voters_$1000-14999,voted_voters_$100000-124999,voted_voters_$125000-149999,voted_voters_$15000-24999,voted_voters_$150000-174999,voted_voters_$175000-199999,voted_voters_$200000-249999,voted_voters_$25000-34999,voted_voters_$250000+,voted_voters_$35000-49999,voted_voters_$50000-74999,voted_voters_$75000-99999,perc_turnout_income_$1000-14999,perc_turnout_income_$100000-124999,perc_turnout_income_$125000-149999,perc_turnout_income_$15000-24999,perc_turnout_income_$150000-174999,perc_turnout_income_$175000-199999,perc_turnout_income_$200000-249999,perc_turnout_income_$25000-34999,perc_turnout_income_$250000+,perc_turnout_income_$35000-49999,perc_turnout_income_$50000-74999,perc_turnout_income_$75000-99999,CommercialData_EstimatedHHIncomeAmount,total_voters_college,total_voters_no_college,voted_voters_college,voted_voters_no_college,perc_turnout_college,perc_turnout_no_college,mean_age,voter_population,voted_voters,state
Rochester,2020_11_03,2020,General,3484,1063,2581,3455,58077,2780,763,2008,2592,51198,79.79334099,71.77798683,77.7993026,75.02170767,88.15537993,3925006,45727,85.83563321,1124,13273,8088,1253,3818,3312,3534,2114,3803,4854,9792,12651,940,11477,7226,1083,3345,2943,3204,1759,3379,4023,8381,10812,83.62989324,86.46877119,89.34223541,86.43256185,87.61131482,88.85869565,90.66213922,83.20719016,88.85090718,82.88009889,85.59027778,85.46359972,113640.763,34235,8689,31605,7689,92.31780342,88.49119576,50.52421584,85295,59341,MN
Rochester,2018_11_06,2018,General,3484,1063,2581,3455,58077,1729,508,1291,1816,39997,49.62686567,47.78927563,50.01937234,52.56150507,68.86891541,3704472,43526,85.10940587,1124,13273,8088,1253,3818,3312,3534,2114,3803,4854,9792,12651,722,8651,5534,814,2606,2257,2538,1398,2647,3086,6421,8121,64.23487544,65.17742786,68.4223541,64.96408619,68.25563122,68.14613527,71.81663837,66.13055818,69.60294504,63.57643181,65.57393791,64.19255395,113640.763,34235,8689,25854,6019,75.51920549,69.27149269,52.0776858,85295,45341,MN
Rochester,2016_11_08,2016,General,3484,1063,2581,3455,58077,1736,472,1259,1737,41609,49.82778416,44.40263405,48.77954281,50.27496382,71.64454087,3652060,42981,84.96917243,1124,13273,8088,1253,3818,3312,3534,2114,3803,4854,9792,12651,746,8983,5696,866,2600,2329,2571,1441,2727,3199,6655,8437,66.37010676,67.67874633,70.42532146,69.1141261,68.09848088,70.32004831,72.75042445,68.16461684,71.70654746,65.90440874,67.96364379,66.69038021,113640.763,34235,8689,26751,6425,78.13933109,73.94406721,50.38848896,85295,46813,MN
Rochester,2014_11_04,2014,General,3484,1063,2581,3455,58077,697,152,549,687,27067,20.00574053,14.29915334,21.27082526,19.88422576,46.60536873,3352895,39452,84.98669269,1124,13273,8088,1253,3818,3312,3534,2114,3803,4854,9792,12651,507,5460,3475,594,1666,1487,1712,986,1771,2086,4098,4987,45.10676157,41.13614104,42.96488625,47.40622506,43.63541121,44.897343,48.44368987,46.64143803,46.56849855,42.97486609,41.8504902,39.41980871,113640.763,34235,8689,17756,4211,51.86505039,48.46357463,53.80905485,85295,29152,MN
Maplewood,2020_11_03,2020,General,3285,662,997,517,15617,2465,531,847,447,14189,75.03805175,80.21148036,84.95486459,86.46034816,90.85611833,649088,10941,59.32620419,447,2838,1891,512,1028,622,547,651,689,1165,5055,5398,390,2522,1718,455,887,561,495,581,622,1051,4357,4661,87.24832215,88.86539817,90.85140137,88.8671875,86.28404669,90.19292605,90.49360146,89.24731183,90.27576197,90.21459227,86.19188922,86.34679511,97775.13938,9285,3961,8608,3633,92.7086699,91.71926281,51.20881623,31220,18479,MN
Maplewood,2018_11_06,2018,General,3285,662,997,517,15617,1541,339,546,333,11166,46.91019787,51.20845921,54.76429288,64.41005803,71.49900749,639855,10592,60.40927115,447,2838,1891,512,1028,622,547,651,689,1165,5055,5398,296,1957,1284,342,661,458,399,461,481,834,3145,3469,66.21923937,68.95701198,67.9005817,66.796875,64.29961089,73.63344051,72.94332724,70.8141321,69.81132075,71.58798283,62.21562809,64.26454242,97775.13938,9285,3961,6891,2830,74.21647819,71.44660439,52.28966765,31220,13925,MN
Maplewood,2016_11_08,2016,General,3285,662,997,517,15617,1665,384,591,331,11980,50.68493151,58.0060423,59.2778335,64.02321083,76.71127617,629772,10450,60.26526316,447,2838,1891,512,1028,622,547,651,689,1165,5055,5398,338,2076,1372,389,739,459,422,503,488,900,3429,3679,75.61521253,73.15010571,72.55420412,75.9765625,71.88715953,73.79421222,77.14808044,77.26574501,70.82728592,77.25321888,67.83382789,68.15487217,97775.13938,9285,3961,7392,3139,79.61227787,79.24766473,50.5469032,31220,14951,MN
Maplewood,2014_11_04,2014,General,3285,662,997,517,15617,569,181,282,177,8185,17.32115677,27.34138973,28.28485456,34.23597679,52.41083435,599932,10074,59.55251142,447,2838,1891,512,1028,622,547,651,689,1165,5055,5398,235,1298,848,233,427,294,288,349,322,636,2122,2231,52.57270694,45.73643411,44.84399788,45.5078125,41.53696498,47.26688103,52.65082267,53.60983103,46.73439768,54.59227468,41.97823937,41.33012227,97775.13938,9285,3961,5030,2145,54.17339795,54.15299167,54.20162533,31220,9394,MN
Maplewood,2021_11_02,2021,Consolidated_General,3285,662,997,517,15617,189,50,112,50,2889,5.753424658,7.552870091,11.2337011,9.671179884,18.49907152,298415,6062,49.22715275,447,2838,1891,512,1028,622,547,651,689,1165,5055,5398,50,475,342,84,135,121,114,94,105,206,786,749,11.18568233,16.73713883,18.08566896,16.40625,13.13229572,19.45337621,20.84095064,14.43932412,15.2394775,17.68240343,15.54896142,13.87550945,97775.13938,9285,3961,1890,688,20.35541195,17.36935117,58.15614329,31220,3290,MN
Maplewood,2015_11_03,2015,Consolidated_General,3285,662,997,517,15617,265,37,98,51,3534,8.066971081,5.589123867,9.829488465,9.864603482,22.62918614,407053,7052,57.72163925,447,2838,1891,512,1028,622,547,651,689,1165,5055,5398,80,538,380,107,180,127,130,151,121,295,900,926,17.89709172,18.95701198,20.09518773,20.8984375,17.50972763,20.41800643,23.76599634,23.19508449,17.5616836,25.32188841,17.8041543,17.15450167,97775.13938,9285,3961,2309,931,24.86806677,23.50416561,58.63349968,31220,3985,MN
Maplewood,2013_11_05,2013,Consolidated_General,3285,662,997,517,15617,150,34,80,47,3266,4.566210046,5.135951662,8.024072217,9.090909091,20.91310751,427390,6741,63.40157247,447,2838,1891,512,1028,622,547,651,689,1165,5055,5398,77,474,293,113,162,103,93,158,120,302,821,814,17.22595078,16.70190275,15.49444738,22.0703125,15.75875486,16.55948553,17.00182815,24.2703533,17.41654572,25.92274678,16.2413452,15.07965913,97775.13938,9285,3961,2011,868,21.65858912,21.91365817,58.36989069,31220,3577,MN
Maplewood,2011_11_08,2011,Consolidated_General,3285,662,997,517,15617,126,24,72,46,3339,3.835616438,3.625377644,7.221664995,8.897485493,21.38054684,405776,6200,65.44774194,447,2838,1891,512,1028,622,547,651,689,1165,5055,5398,79,475,325,105,150,96,106,157,111,294,803,865,17.67337808,16.73713883,17.18667372,20.5078125,14.59143969,15.4340836,19.37842779,24.11674347,16.11030479,25.2360515,15.88526212,16.0244535,97775.13938,9285,3961,2034,931,21.90630048,23.50416561,56.49086009,31220,3607,MN
Roseville,2020_11_03,2020,General,1218,397,653,769,16991,1041,308,572,641,15872,85.4679803,77.58186398,87.5957121,83.3550065,93.41416044,3845339,30740,125.0923552,398,3403,2234,446,738,821,608,580,804,1015,2278,6438,358,3168,2101,397,712,765,588,534,755,961,2127,5786,89.94974874,93.09432853,94.04655327,89.01345291,96.47696477,93.17904994,96.71052632,92.06896552,93.90547264,94.67980296,93.3713784,89.87263125,105602.7195,9826,2801,9393,2633,95.59332383,94.00214209,52.99459077,28288,18434,MN
Roseville,2018_11_06,2018,General,1218,397,653,769,16991,683,213,446,482,13567,56.07553366,53.65239295,68.30015314,62.67880364,79.84815491,3760464,30470,123.4152937,398,3403,2234,446,738,821,608,580,804,1015,2278,6438,298,2651,1764,337,594,620,503,455,661,804,1826,4742,74.87437186,77.90185131,78.96150403,75.56053812,80.48780488,75.51766139,82.73026316,78.44827586,82.21393035,79.21182266,80.15803336,73.65641504,105602.7195,9826,2801,8299,2234,84.45959699,79.75722956,53.54552255,28288,15391,MN
Roseville,2016_11_08,2016,General,1218,397,653,769,16991,712,221,432,475,13772,58.45648604,55.6675063,66.15620214,61.76853056,81.054676,3702544,30357,121.9667293,398,3403,2234,446,738,821,608,580,804,1015,2278,6438,314,2723,1756,342,609,638,495,488,649,840,1842,4780,78.89447236,80.0176315,78.60340197,76.68161435,82.5203252,77.71010962,81.41447368,84.13793103,80.72139303,82.75862069,80.86040386,74.24666045,105602.7195,9826,2801,8433,2339,85.82332587,83.50589075,52.10835207,28288,15612,MN
Roseville,2014_11_04,2014,General,1218,397,653,769,16991,342,91,262,232,10237,28.07881773,22.92191436,40.12251149,30.16905072,60.24954388,3617899,28530,126.81034,398,3403,2234,446,738,821,608,580,804,1015,2278,6438,209,1921,1281,264,424,458,358,392,482,669,1374,3256,52.51256281,56.45019101,57.34109221,59.19282511,57.45257453,55.78562728,58.88157895,67.5862069,59.95024876,65.91133005,60.31606673,50.57471264,105602.7195,9826,2801,6348,1769,64.60411154,63.15601571,54.82742662,28288,11164,MN
Roseville,2021_11_02,2021,Consolidated_General,1218,397,653,769,16991,184,34,136,84,5124,15.10673235,8.564231738,20.82695253,10.92327698,30.15714202,1472446,14093,104.4806642,398,3403,2234,446,738,821,608,580,804,1015,2278,6438,68,961,786,81,248,303,257,127,284,252,648,1517,17.08542714,28.23978842,35.18352731,18.16143498,33.60433604,36.90621194,42.26973684,21.89655172,35.32338308,24.82758621,28.44600527,23.56321839,105602.7195,9826,2801,3366,748,34.25605536,26.7047483,57.53353053,28288,5562,MN
Roseville,2019_11_05,2019,Consolidated_General,1218,397,653,769,16991,48,11,35,25,1367,3.9408867,2.770780856,5.359877489,3.250975293,8.045435819,399249,9433,42.32471112,398,3403,2234,446,738,821,608,580,804,1015,2278,6438,24,226,172,30,39,78,57,54,48,95,177,470,6.030150754,6.641198942,7.69919427,6.726457399,5.284552846,9.500609013,9.375,9.310344828,5.970149254,9.359605911,7.769973661,7.300403852,105602.7195,9826,2801,805,212,8.192550377,7.568725455,58.94815074,28288,1486,MN
Roseville,2017_11_07,2017,Consolidated_General,1218,397,653,769,16991,155,34,108,94,4986,12.72577997,8.564231738,16.53905054,12.2236671,29.34494733,1324266,13525,97.91245841,398,3403,2234,446,738,821,608,580,804,1015,2278,6438,67,898,718,91,249,284,236,150,272,268,620,1485,16.83417085,26.38848075,32.1396598,20.40358744,33.7398374,34.59196102,38.81578947,25.86206897,33.83084577,26.40394089,27.21685689,23.06616962,105602.7195,9826,2801,3302,733,33.60472217,26.16922528,56.14527826,28288,5377,MN
Roseville,2015_11_03,2015,Consolidated_General,1218,397,653,769,16991,37,6,19,16,1220,3.037766831,1.511335013,2.909647779,2.080624187,7.180271909,812215,6409,126.7303792,398,3403,2234,446,738,821,608,580,804,1015,2278,6438,18,251,145,27,27,59,56,49,58,85,153,356,4.522613065,7.375844843,6.490599821,6.053811659,3.658536585,7.1863581,9.210526316,8.448275862,7.213930348,8.374384236,6.71641791,5.529667599,105602.7195,9826,2801,737,172,7.500508854,6.140664049,58.22241936,28288,1298,MN
Winona,2020_11_03,2020,General,240,63,392,266,15095,202,42,321,228,13581,84.16666667,66.66666667,81.8877551,85.71428571,89.9701888,1124896,4987,225.5656707,514,2006,1108,491,268,343,257,892,326,1387,4712,3021,462,1826,1027,436,252,313,247,814,305,1267,4131,2737,89.88326848,91.02691924,92.68953069,88.79837067,94.02985075,91.25364431,96.10894942,91.25560538,93.55828221,91.3482336,87.66977929,90.59913936,83039.17723,7536,2905,7113,2692,94.38694268,92.66781411,51.01230557,20411,14374,MN
Winona,2018_11_06,2018,General,240,63,392,266,15095,130,23,193,153,10044,54.16666667,36.50793651,49.23469388,57.51879699,66.53858894,1114533,4725,235.88,514,2006,1108,491,268,343,257,892,326,1387,4712,3021,325,1392,752,322,211,244,181,596,250,973,2960,2013,63.22957198,69.39182453,67.8700361,65.58044807,78.73134328,71.13702624,70.42801556,66.8161435,76.68711656,70.15140591,62.81833616,66.63356504,83039.17723,7536,2905,5661,2054,75.11942675,70.70567986,52.86188326,20411,10543,MN
Winona,2016_11_08,2016,General,240,63,392,266,15095,120,20,187,151,10372,50,31.74603175,47.70408163,56.76691729,68.71149387,1098492,4594,239.1144972,514,2006,1108,491,268,343,257,892,326,1387,4712,3021,339,1411,825,353,200,252,186,631,262,970,3142,2026,65.95330739,70.33898305,74.45848375,71.89409369,74.62686567,73.46938776,72.37354086,70.73991031,80.36809816,69.93511175,66.68081494,67.06388613,83039.17723,7536,2905,5933,2277,78.72876858,78.38209983,51.92230376,20411,10850,MN
Winona,2014_11_04,2014,General,240,63,392,266,15095,74,6,99,98,6573,30.83333333,9.523809524,25.25510204,36.84210526,43.54421994,1053212,4045,260.3737948,514,2006,1108,491,268,343,257,892,326,1387,4712,3021,216,929,511,230,131,171,117,424,192,665,1887,1246,42.0233463,46.3110668,46.11913357,46.84317719,48.88059701,49.85422741,45.52529183,47.53363229,58.89570552,47.94520548,40.0466893,41.24462099,83039.17723,7536,2905,4025,1504,53.41029724,51.77280551,55.3565203,20411,6850,MN
Brigham City,2020_11_03,2020,General,104,,524,56,8553,89,,372,48,7267,85.57692308,,70.99236641,85.71428571,84.96434,147355,2123,69.40885539,128,813,742,152,280,280,79,468,89,722,2859,2504,112,704,647,124,236,253,68,415,79,651,2312,2093,87.5,86.59286593,87.1967655,81.57894737,84.28571429,90.35714286,86.07594937,88.67521368,88.76404494,90.16620499,80.86743617,83.58626198,85182.42968,4105,2120,3682,1879,89.6954933,88.63207547,51.54375367,13197,7776,UT
Brigham City,2018_11_06,2018,General,104,,524,56,8553,57,,239,35,5430,54.80769231,,45.61068702,62.5,63.48649597,135531,1911,70.92150706,128,813,742,152,280,280,79,468,89,722,2859,2504,94,522,454,99,183,186,54,327,60,555,1636,1533,73.4375,64.20664207,61.18598383,65.13157895,65.35714286,66.42857143,68.35443038,69.87179487,67.41573034,76.86980609,57.22280518,61.22204473,85182.42968,4105,2120,2865,1527,69.79293544,72.02830189,53.51375688,13197,5761,UT
Brigham City,2016_11_08,2016,General,104,,524,56,8553,62,,223,31,5544,59.61538462,,42.55725191,55.35714286,64.81936163,132478,1802,73.51720311,128,813,742,152,280,280,79,468,89,722,2859,2504,81,544,482,107,181,191,52,328,63,542,1654,1575,63.28125,66.91266913,64.95956873,70.39473684,64.64285714,68.21428571,65.82278481,70.08547009,70.78651685,75.06925208,57.85239594,62.89936102,85182.42968,4105,2120,3000,1545,73.0816078,72.87735849,51.52800847,13197,5860,UT
Brigham City,2014_11_04,2014,General,104,,524,56,8553,21,,54,16,2718,20.19230769,,10.30534351,28.57142857,31.7783234,108945,1597,68.21853475,128,813,742,152,280,280,79,468,89,722,2859,2504,49,227,222,63,69,100,24,187,36,336,738,733,38.28125,27.92127921,29.91913747,41.44736842,24.64285714,35.71428571,30.37974684,39.95726496,40.4494382,46.53739612,25.81322141,29.27316294,85182.42968,4105,2120,1473,810,35.88306943,38.20754717,57.07506563,13197,2809,UT
Brigham City,2019_11_05,2019,Consolidated_General,104,,524,56,8553,23,,60,8,2761,22.11538462,,11.45038168,14.28571429,32.28107097,54901,1015,54.08965517,128,813,742,152,280,280,79,468,89,722,2859,2504,46,253,219,51,93,83,29,192,32,330,778,727,35.9375,31.11931119,29.5148248,33.55263158,33.21428571,29.64285714,36.70886076,41.02564103,35.95505618,45.70637119,27.212312,29.03354633,85182.42968,4105,2120,1498,818,36.49208283,38.58490566,60.32757306,13197,2852,UT
Brigham City,2017_11_07,2017,Consolidated_General,104,,524,56,8553,18,,39,14,2176,17.30769231,,7.442748092,25,25.4413656,52727,859,61.38183935,128,813,742,152,280,280,79,468,89,722,2859,2504,33,201,173,51,73,56,16,154,28,279,588,585,25.78125,24.72324723,23.31536388,33.55263158,26.07142857,20,20.25316456,32.90598291,31.46067416,38.64265928,20.56663169,23.36261981,85182.42968,4105,2120,1226,622,29.86601705,29.33962264,59.82932077,13197,2247,UT
Brigham City,2015_11_03,2015,Consolidated_General,104,,524,56,8553,17,,22,8,1738,16.34615385,,4.198473282,14.28571429,20.32035543,58074,838,69.30071599,128,813,742,152,280,280,79,468,89,722,2859,2504,29,155,128,38,57,53,19,101,18,229,450,488,22.65625,19.06519065,17.25067385,25,20.35714286,18.92857143,24.05063291,21.58119658,20.2247191,31.71745152,15.73976915,19.48881789,85182.42968,4105,2120,936,494,22.80146163,23.30188679,59.21648157,13197,1785,UT
Brigham City,2013_11_05,2013,Consolidated_General,104,,524,56,8553,16,,24,6,1636,15.38461538,,4.580152672,10.71428571,19.12779142,44156,915,48.2579235,128,813,742,152,280,280,79,468,89,722,2859,2504,24,150,120,42,55,42,14,121,19,206,413,468,18.75,18.4501845,16.17250674,27.63157895,19.64285714,15,17.72151899,25.85470085,21.34831461,28.53185596,14.44561035,18.69009585,85182.42968,4105,2120,884,491,21.53471376,23.16037736,57.66685932,13197,1682,UT
Logan,2020_11_03,2020,General,341,39,1431,268,16833,232,27,853,196,12452,68.03519062,69.23076923,59.60866527,73.13432836,73.97374205,521008,5332,97.71342836,379,1271,870,786,233,293,449,2500,439,4801,3549,2710,293,1051,710,543,190,243,387,1707,374,3086,2707,2141,77.30870712,82.69079465,81.6091954,69.08396947,81.54506438,82.93515358,86.19153675,68.28,85.19362187,64.27827536,76.27500704,79.00369004,72595.91389,6730,2086,5686,1696,84.48736999,81.30393097,42.69268145,35882,13760,UT
Logan,2018_11_06,2018,General,341,39,1431,268,16833,128,11,425,107,7868,37.53665689,28.20512821,29.69951083,39.92537313,46.74151963,510048,4805,106.1494277,379,1271,870,786,233,293,449,2500,439,4801,3549,2710,174,761,455,244,130,166,296,926,246,1655,1838,1502,45.91029024,59.87411487,52.29885057,31.043257,55.79399142,56.6552901,65.92427617,37.04,56.03644647,34.471985,51.7892364,55.42435424,72595.91389,6730,2086,4182,1176,62.13967311,56.37583893,46.91029698,35882,8539,UT
Logan,2016_11_08,2016,General,341,39,1431,268,16833,138,12,470,108,8235,40.46920821,30.76923077,32.84416492,40.29850746,48.92176083,495635,5174,95.79339003,379,1271,870,786,233,293,449,2500,439,4801,3549,2710,192,810,492,256,129,177,291,986,252,1643,1989,1584,50.65963061,63.72934697,56.55172414,32.56997455,55.36480687,60.40955631,64.81069042,39.44,57.40318907,34.22203708,56.04395604,58.4501845,72595.91389,6730,2086,4466,1290,66.35958395,61.84084372,45.29924114,35882,8963,UT
Logan,2014_11_04,2014,General,341,39,1431,268,16833,44,4,109,40,3797,12.90322581,10.25641026,7.617051013,14.92537313,22.55688231,413590,3940,104.9720812,379,1271,870,786,233,293,449,2500,439,4801,3549,2710,93,407,199,87,71,81,151,377,145,672,881,766,24.53825858,32.0220299,22.87356322,11.06870229,30.472103,27.64505119,33.63028953,15.08,33.02961276,13.99708394,24.82389405,28.26568266,72595.91389,6730,2086,2287,640,33.98216939,30.68072867,53.39371986,35882,3994,UT
Logan,2019_11_05,2019,Consolidated_General,341,39,1431,268,16833,46,1,94,42,3405,13.48973607,2.564102564,6.568832984,15.67164179,20.22812333,361312,3158,114.4116529,379,1271,870,786,233,293,449,2500,439,4801,3549,2710,61,397,190,100,63,88,154,348,123,593,732,690,16.09498681,31.23524784,21.83908046,12.72264631,27.03862661,30.03412969,34.29844098,13.92,28.01822323,12.35159342,20.62552832,25.46125461,72595.91389,6730,2086,2040,533,30.31203566,25.55129434,56.57258804,35882,3588,UT
Logan,2017_11_07,2017,Consolidated_General,341,39,1431,268,16833,49,6,97,38,3805,14.36950147,15.38461538,6.77847659,14.17910448,22.60440801,423016,3662,115.5150191,379,1271,870,786,233,293,449,2500,439,4801,3549,2710,68,434,230,108,74,104,181,366,137,653,807,777,17.94195251,34.14634146,26.43678161,13.74045802,31.75965665,35.49488055,40.31180401,14.64,31.20728929,13.60133306,22.73879966,28.67158672,72595.91389,6730,2086,2299,564,34.16047548,27.03739214,54.57600103,35882,3995,UT
Logan,2015_11_03,2015,Consolidated_General,341,39,1431,268,16833,33,3,58,29,2792,9.677419355,7.692307692,4.053109713,10.82089552,16.58646706,311330,2327,133.7902879,379,1271,870,786,233,293,449,2500,439,4801,3549,2710,57,302,151,82,48,80,121,283,102,481,597,559,15.03957784,23.76081825,17.35632184,10.43256997,20.60085837,27.30375427,26.94877506,11.32,23.23462415,10.01874609,16.8216399,20.62730627,72595.91389,6730,2086,1733,441,25.75037147,21.1409396,56.52740422,35882,2915,UT
Logan,2013_11_05,2013,Consolidated_General,341,39,1431,268,16833,33,4,69,27,2881,9.677419355,10.25641026,4.821802935,10.07462687,17.1151904,362540,3263,111.1063439,379,1271,870,786,233,293,449,2500,439,4801,3549,2710,63,319,167,73,49,84,130,273,119,463,618,613,16.62269129,25.09834776,19.1954023,9.287531807,21.03004292,28.66894198,28.9532294,10.92,27.1070615,9.643824203,17.41335587,22.6199262,72595.91389,6730,2086,1810,485,26.89450223,23.25023969,54.29653411,35882,3014,UT
North Logan,2020_11_03,2020,General,70,3,142,41,3788,58,3,97,33,3281,82.85714286,100,68.30985915,80.48780488,86.6156283,175192,3190,54.91912226,15,549,417,46,132,166,227,112,211,461,682,952,12,474,378,44,114,146,202,96,188,346,600,824,80,86.33879781,90.64748201,95.65217391,86.36363636,87.95180723,88.98678414,85.71428571,89.09952607,75.05422993,87.97653959,86.55462185,109825.2887,2151,384,1969,354,91.53881915,92.1875,49.30602414,6994,3472,UT
North Logan,2018_11_06,2018,General,70,3,142,41,3788,36,1,57,24,2307,51.42857143,33.33333333,40.14084507,58.53658537,60.90285111,149533,3269,45.74273478,15,549,417,46,132,166,227,112,211,461,682,952,7,334,241,35,76,85,141,74,124,234,439,595,46.66666667,60.83788707,57.79376499,76.08695652,57.57575758,51.20481928,62.11453744,66.07142857,58.76777251,50.75921909,64.36950147,62.5,109825.2887,2151,384,1463,279,68.0148768,72.65625,52.24087656,6994,2425,UT
North Logan,2016_11_08,2016,General,70,3,142,41,3788,49,1,59,26,2513,70,33.33333333,41.54929577,63.41463415,66.34107709,148711,3235,45.96939722,15,549,417,46,132,166,227,112,211,461,682,952,5,383,274,33,95,104,154,77,138,239,466,635,33.33333333,69.76320583,65.70743405,71.73913043,71.96969697,62.65060241,67.84140969,68.75,65.4028436,51.84381779,68.32844575,66.70168067,109825.2887,2151,384,1656,296,76.9874477,77.08333333,49.44139697,6994,2648,UT
